register;register_hex;in_main;in_display;main_name;display_name;main_type;display_type;main_unit;display_unit;main_mode;display_mode;main_function;display_function;main_block;display_block;main_code;display_code;main_value_map;display_value_map;main_bit_map;display_bit_map;main_notes;display_notes;differences;classification;remark
1257;0x04E9;yes;no;WP Ein/Aus Timer 1 Stopzeit;;TIME_HHMM;;;;r/w;;03/16;;KG;;KG2;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1258;0x04EA;yes;no;WP Ein/Aus Timer 2 Startzeit;;TIME_HHMM;;;;r/w;;03/16;;KG;;KG3;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1259;0x04EB;yes;no;WP Ein/Aus Timer 2 Stopzeit;;TIME_HHMM;;;;r/w;;03/16;;KG;;KG4;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1260;0x04EC;yes;no;WP Ein/Aus Timer 3 Startzeit;;TIME_HHMM;;;;r/w;;03/16;;KG;;KG5;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1261;0x04ED;yes;no;WP Ein/Aus Timer 3 Stopzeit;;TIME_HHMM;;;;r/w;;03/16;;KG;;KG6;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1262;0x04EE;yes;no;WP Ein/Aus Timer 4 Startzeit;;TIME_HHMM;;;;r/w;;03/16;;KG;;KG7;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1263;0x04EF;yes;no;WP Ein/Aus Timer 4 Stopzeit;;TIME_HHMM;;;;r/w;;03/16;;KG;;KG8;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1264;0x04F0;yes;no;WP Ein/Aus Timer 5 Startzeit;;TIME_HHMM;;;;r/w;;03/16;;KG;;KG9;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1265;0x04F1;yes;no;WP Ein/Aus Timer 5 Stopzeit;;TIME_HHMM;;;;r/w;;03/16;;KG;;KG10;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1266;0x04F2;yes;no;WP Ein/Aus Timer 6 Startzeit;;TIME_HHMM;;;;r/w;;03/16;;KG;;KG11;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1267;0x04F3;yes;no;WP Ein/Aus Timer 6 Stopzeit;;TIME_HHMM;;;;r/w;;03/16;;KG;;KG12;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1268;0x04F4;yes;no;WP Ein/Aus Timer 1+2 Aktiv/Tage Bitmaske;;TIMER_BITPAIR;;;;r/w;;03/16;;KG;;KG13-KG28;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1269;0x04F5;yes;no;WP Ein/Aus Timer 3+4 Aktiv/Tage Bitmaske;;TIMER_BITPAIR;;;;r/w;;03/16;;KG;;KG29-KG44;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1270;0x04F6;yes;no;WP Ein/Aus Timer 5+6 Aktiv/Tage Bitmaske;;TIMER_BITPAIR;;;;r/w;;03/16;;KG;;KG45-KG60;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1271;0x04F7;yes;no;Blockkopf Paket 4 / Kennung Wort 1 / ASCII Zeichen 1-2;;BLOCK;;;;read;;03;;;;;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1272;0x04F8;yes;no;Blockkopf Paket 4 / Kennung Wort 2 / ASCII Zeichen 3-4;;BLOCK;;;;read;;03;;;;;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1273;0x04F9;yes;no;Blockkopf Paket 4 / Kennung Wort 3 / ASCII Zeichen 5-6;;BLOCK;;;;read;;03;;;;;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1274;0x04FA;yes;no;Blockkopf Paket 4 / Kennung Wort 4 / ASCII Zeichen 7-8;;BLOCK;;;;read;;03;;;;;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1275;0x04FB;yes;no;Blockkopf Paket 4 / Kennung Wort 5 / ASCII Zeichen 9-10;;BLOCK;;;;read;;03;;;;;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1276;0x04FC;yes;no;Blockkopf Paket 4 / Kennung Wort 6 / ASCII Zeichen 11-12;;BLOCK;;;;read;;03;;;;;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1277;0x04FD;yes;no;Blockkopf Paket 4 / Reserve 1;;BLOCK;;;;read;;03;;;;;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1278;0x04FE;yes;no;Blockkopf Paket 4 / Reserve 2;;BLOCK;;;;read;;03;;;;;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1279;0x04FF;yes;no;Blockkopf Paket 4 / Marker-Länge;;BLOCK;;;;read;;03;;;;;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1280;0x0500;yes;no;Blockkopf Paket 4 / erstes Blockkopf-Register;;BLOCK;;;;read;;03;;;;;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1281;0x0501;yes;no;Timer 1 Einschaltzeit (HH:MM aus High-/Low-Byte) (ASM);;TIME_HHMM;;;;r/w;;03/16;;;;;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1282;0x0502;yes;no;Timer 1 Ausschaltzeit (HH:MM aus High-/Low-Byte) (ASM);;TIME_HHMM;;;;r/w;;03/16;;;;;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1283;0x0503;yes;no;Timer 1 WW-Zieltemperatur (ASM);;TEMP1;;;;r/w;;03/16;;;;;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1284;0x0504;yes;no;Timer 1 HZ-Zieltemperatur (ASM);;TEMP1;;;;r/w;;03/16;;;;;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1285;0x0505;yes;no;Timer 1 Kühlen-Zieltemperatur (ASM);;TEMP1;;;;r/w;;03/16;;;;;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1286;0x0506;yes;no;"Timer 1 Modus-Code (ASM; 9 = keinen Modus ändern)";;TIMER_MODE;;;;r/w;;03/16;;;;;;"{""0"":""Warmwasser"",""1"":""Heizen"",""2"":""Kühlen"",""3"":""Warmwasser + Heizen"",""4"":""Warmwasser + Kühlen"",""9"":""keinen Modus ändern / Code 9""}";;;;;;;MAIN_ONLY;Register exists only in main mapping.
1287;0x0507;yes;no;Timer 1 max. Leistung (ASM);;POWER_KW_X10;;;;r/w;;03/16;;;;;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1288;0x0508;yes;no;Timer 2 Einschaltzeit (HH:MM aus High-/Low-Byte) (ASM);;TIME_HHMM;;;;r/w;;03/16;;;;;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1289;0x0509;yes;no;Timer 2 Ausschaltzeit (HH:MM aus High-/Low-Byte) (ASM);;TIME_HHMM;;;;r/w;;03/16;;;;;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1290;0x050A;yes;no;Timer 2 WW-Zieltemperatur (ASM);;TEMP1;;;;r/w;;03/16;;;;;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1291;0x050B;yes;no;Timer 2 HZ-Zieltemperatur (ASM);;TEMP1;;;;r/w;;03/16;;;;;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1292;0x050C;yes;no;Timer 2 Kühlen-Zieltemperatur (ASM);;TEMP1;;;;r/w;;03/16;;;;;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1293;0x050D;yes;no;Timer 2 Modus (ASM) (9 = keinen Modus ändern);;TIMER_MODE;;;;r/w;;03/16;;;;;;"{""0"":""Warmwasser"",""1"":""Heizen"",""2"":""Kühlen"",""3"":""Warmwasser + Heizen"",""4"":""Warmwasser + Kühlen"",""9"":""keinen Modus ändern / Code 9""}";;;;;;;MAIN_ONLY;Register exists only in main mapping.
1294;0x050E;yes;no;Timer 2 max. Leistung (ASM);;POWER_KW_X10;;;;r/w;;03/16;;;;;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1295;0x050F;yes;no;Timer 3 Einschaltzeit (HH:MM aus High-/Low-Byte) (ASM);;TIME_HHMM;;;;r/w;;03/16;;;;;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1296;0x0510;yes;no;Timer 3 Ausschaltzeit (HH:MM aus High-/Low-Byte) (ASM);;TIME_HHMM;;;;r/w;;03/16;;;;;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1297;0x0511;yes;no;Timer 3 WW-Zieltemperatur (ASM);;TEMP1;;;;r/w;;03/16;;;;;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1298;0x0512;yes;no;Timer 3 HZ-Zieltemperatur (ASM);;TEMP1;;;;r/w;;03/16;;;;;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1299;0x0513;yes;no;Timer 3 Kühlen-Zieltemperatur (ASM);;TEMP1;;;;r/w;;03/16;;;;;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1300;0x0514;yes;no;Timer 3 Modus (ASM) (9 = keinen Modus ändern);;TIMER_MODE;;;;r/w;;03/16;;;;;;"{""0"":""Warmwasser"",""1"":""Heizen"",""2"":""Kühlen"",""3"":""Warmwasser + Heizen"",""4"":""Warmwasser + Kühlen"",""9"":""keinen Modus ändern / Code 9""}";;;;;;;MAIN_ONLY;Register exists only in main mapping.
1301;0x0515;yes;no;Timer 3 max. Leistung (ASM);;POWER_KW_X10;;;;r/w;;03/16;;;;;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1302;0x0516;yes;no;Timer 4 Einschaltzeit (HH:MM aus High-/Low-Byte) (ASM);;TIME_HHMM;;;;r/w;;03/16;;;;;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1303;0x0517;yes;no;Timer 4 Ausschaltzeit (HH:MM aus High-/Low-Byte) (ASM);;TIME_HHMM;;;;r/w;;03/16;;;;;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1304;0x0518;yes;no;Timer 4 WW-Zieltemperatur (ASM);;TEMP1;;;;r/w;;03/16;;;;;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1305;0x0519;yes;no;Timer 4 HZ-Zieltemperatur (ASM);;TEMP1;;;;r/w;;03/16;;;;;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1306;0x051A;yes;no;Timer 4 Kühlen-Zieltemperatur (ASM);;TEMP1;;;;r/w;;03/16;;;;;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1307;0x051B;yes;no;Timer 4 Modus (ASM) (9 = keinen Modus ändern);;TIMER_MODE;;;;r/w;;03/16;;;;;;"{""0"":""Warmwasser"",""1"":""Heizen"",""2"":""Kühlen"",""3"":""Warmwasser + Heizen"",""4"":""Warmwasser + Kühlen"",""9"":""keinen Modus ändern / Code 9""}";;;;;;;MAIN_ONLY;Register exists only in main mapping.
1308;0x051C;yes;no;Timer 4 max. Leistung (ASM);;POWER_KW_X10;;;;r/w;;03/16;;;;;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1309;0x051D;yes;no;Timer 5 Einschaltzeit (HH:MM aus High-/Low-Byte) (ASM);;TIME_HHMM;;;;r/w;;03/16;;;;;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1310;0x051E;yes;no;Timer 5 Ausschaltzeit (HH:MM aus High-/Low-Byte) (ASM);;TIME_HHMM;;;;r/w;;03/16;;;;;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1311;0x051F;yes;no;Timer 5 WW-Zieltemperatur (ASM);;TEMP1;;;;r/w;;03/16;;;;;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1312;0x0520;yes;no;Timer 5 HZ-Zieltemperatur (ASM);;TEMP1;;;;r/w;;03/16;;;;;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1313;0x0521;yes;no;Timer 5 Kühlen-Zieltemperatur (ASM);;TEMP1;;;;r/w;;03/16;;;;;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1314;0x0522;yes;no;Timer 5 Modus (ASM) (9 = keinen Modus ändern);;TIMER_MODE;;;;r/w;;03/16;;;;;;"{""0"":""Warmwasser"",""1"":""Heizen"",""2"":""Kühlen"",""3"":""Warmwasser + Heizen"",""4"":""Warmwasser + Kühlen"",""9"":""keinen Modus ändern / Code 9""}";;;;;;;MAIN_ONLY;Register exists only in main mapping.
1315;0x0523;yes;no;Timer 5 max. Leistung (ASM);;POWER_KW_X10;;;;r/w;;03/16;;;;;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1316;0x0524;yes;no;Timer 6 Einschaltzeit (HH:MM aus High-/Low-Byte) (ASM);;TIME_HHMM;;;;r/w;;03/16;;;;;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1317;0x0525;yes;no;Timer 6 Ausschaltzeit (HH:MM aus High-/Low-Byte) (ASM);;TIME_HHMM;;;;r/w;;03/16;;;;;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1318;0x0526;yes;no;Timer 6 WW-Zieltemperatur (ASM);;TEMP1;;;;r/w;;03/16;;;;;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1319;0x0527;yes;no;Timer 6 HZ-Zieltemperatur (ASM);;TEMP1;;;;r/w;;03/16;;;;;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1320;0x0528;yes;no;Timer 6 Kühlen-Zieltemperatur (ASM);;TEMP1;;;;r/w;;03/16;;;;;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1321;0x0529;yes;no;Timer 6 Modus (ASM) (9 = keinen Modus ändern);;TIMER_MODE;;;;r/w;;03/16;;;;;;"{""0"":""Warmwasser"",""1"":""Heizen"",""2"":""Kühlen"",""3"":""Warmwasser + Heizen"",""4"":""Warmwasser + Kühlen"",""9"":""keinen Modus ändern / Code 9""}";;;;;;;MAIN_ONLY;Register exists only in main mapping.
1322;0x052A;yes;no;Timer 6 max. Leistung (ASM);;POWER_KW_X10;;;;r/w;;03/16;;;;;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1323;0x052B;yes;no;"Timer 1+2 Aktiv/Tage Bitmaske (ASM; Low-Byte erster Timer, High-Byte zweiter Timer)";;TIMER_BITPAIR;;;;r/w;;03/16;;;;;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1324;0x052C;yes;no;"Timer 3+4 Aktiv/Tage Bitmaske (ASM; Low-Byte erster Timer, High-Byte zweiter Timer)";;TIMER_BITPAIR;;;;r/w;;03/16;;;;;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1325;0x052D;yes;no;"Timer 5+6 Aktiv/Tage Bitmaske (ASM; Low-Byte erster Timer, High-Byte zweiter Timer)";;TIMER_BITPAIR;;;;r/w;;03/16;;;;;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1326;0x052E;yes;no;Zirkulationspumpe Timer 1 Startzeit;;RAW;;;;r/w;;03/16;;;;;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1327;0x052F;yes;no;Zirkulationspumpe Timer 1 Stopzeit;;RAW;;;;r/w;;03/16;;;;;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1328;0x0530;yes;no;Zirkulationspumpe Timer 2 Startzeit;;RAW;;;;r/w;;03/16;;;;;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1329;0x0531;yes;no;Zirkulationspumpe Timer 2 Stopzeit;;RAW;;;;r/w;;03/16;;;;;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1330;0x0532;yes;no;Zirkulationspumpe Timer 3 Startzeit;;RAW;;;;r/w;;03/16;;;;;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1331;0x0533;yes;no;Zirkulationspumpe Timer 3 Stopzeit;;RAW;;;;r/w;;03/16;;;;;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1332;0x0534;yes;no;Zirkulationspumpe Timer 1+2 Aktiv-Bitmaske;;RAW;;;;r/w;;03/16;;;;;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1333;0x0535;yes;no;Zirkulationspumpe Timer 3 Aktiv-Bitmaske;;RAW;;;;r/w;;03/16;;;;;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1334;0x0536;yes;no;SG Ready Auswahl;;SG_MODE;;;;r/w;;03/16;;SG;;SG01;;"{""0"":""Aus"",""1"":""Einfach / 1 Kontakt"",""2"":""2 Kontakte""}";;;;;;;MAIN_ONLY;Register exists only in main mapping.
1335;0x0537;yes;no;SG Mode 1 Schlafmodus Zeit;;RAW;;min;;r/w;;03/16;;SG;;SG02;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1336;0x0538;yes;no;SG Mode 2 Leistung / wenig PV;;POWER_KW_X10;;kW;;r/w;;03/16;;SG;;SG03;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1337;0x0539;yes;no;SG Mode 3 Leistung / mittel PV;;POWER_KW_X10;;kW;;r/w;;03/16;;SG;;SG04;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1338;0x053A;yes;no;SG Mode 4 WW-Zieltemperatur-Anhebung;;TEMP1;;;;r/w;;03/16;;SG;;SG05;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1339;0x053B;yes;no;SG Mode 4 HZ-Zieltemperatur-Anhebung;;TEMP1;;;;r/w;;03/16;;SG;;SG06;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1340;0x053C;yes;no;SG Mode 4 Kühlen-Zieltemperatur-Anhebung;;TEMP1;;;;r/w;;03/16;;SG;;SG07;;;;;;Wirkungsweise: Positiver Wert = kleinere Kühl-Solltemperatur. Der Wert wird bei aktivem SG Ready vom Kühl-Sollwert abgezogen.;;;MAIN_ONLY;Register exists only in main mapping.
1341;0x053D;yes;no;SG Mode 4 E-Heizer / Zusatzfunktion;;DIGI1;;;;r/w;;03/16;;SG;;SG08;;"{""0"":""Nein"",""1"":""Ja""}";;;;;;;MAIN_ONLY;Register exists only in main mapping.
1342;0x053E;yes;no;Niederdruck-Grenzwert für Frequenzbegrenzung;;BAR_X10;;bar;;r/w;;03/16;;A;;A38;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1343;0x053F;yes;no;Maximaler Stromwert;;AMP_X2;;A;;r/w;;03/16;;A;;A39;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1344;0x0540;yes;no;Nenn-Wasserdurchfluss;;FLOW_M3H_X100;;m³/h;;;;;;A;;A40;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1345;0x0541;yes;yes;External Pump Selection / Externe Pumpenauswahl;External Pump Selection / Externe Pumpenauswahl;DIGI1;DIGI1;;;r/w;r/w;03/16;03/16;H;H;H40;H40;"{""0"":""Hot Water Pump / Warmwasserpumpe"",""1"":""Warm Water Circulation Pump / Warmwasser-Zirkulationspumpe"",""2"":""Off Signal when defrosting / Aus-Signal beim Abtauen""}";"{""0"":""Hot Water Pump / Warmwasserpumpe"",""1"":""Warm Water Circulation Pump / Warmwasser-Zirkulationspumpe"",""2"":""Off Signal when defrosting / Aus-Signal beim Abtauen""}";;;Live getestet. Nicht H38. ASM-Zusatz: 2541H beeinflusst Timer-/Pumpen-Seitenauswahl.;Live getestet. Nicht H38. ASM-Zusatz: 2541H beeinflusst Timer-/Pumpen-Seitenauswahl.;;IDENTICAL;Relevant fields are identical.
1346;0x0542;yes;no;Supervisor-Passwort: 66;;RAW;;;;;;;;H;;H41;;;;;;H41 bestätigt.;;;MAIN_ONLY;Register exists only in main mapping.
1347;0x0543;yes;no;Max. Kompressorfrequenz im Warmwasserbetrieb;;HZ;;Hz;;r/w;;03/16;;C;;C12;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1348;0x0544;yes;yes;Display-Firmware Parameter C13;Display-Firmware Parameter C13;RAW;RAW;;;r/w;r/w;03/16;03/16;C;C;C13;C13;;;;;In App nicht sichtbar.;In App nicht sichtbar.;;IDENTICAL;Relevant fields are identical.
1349;0x0545;yes;yes;Display-Firmware Parameter C14;Display-Firmware Parameter C14;RAW;RAW;;;r/w;r/w;03/16;03/16;C;C;C14;C14;;;;;In App nicht sichtbar.;In App nicht sichtbar.;;IDENTICAL;Relevant fields are identical.
1350;0x0546;yes;yes;Display-Firmware Parameter C15;Display-Firmware Parameter C15;RAW;RAW;;;r/w;r/w;03/16;03/16;C;C;C15;C15;;;;;In App nicht sichtbar.;In App nicht sichtbar.;;IDENTICAL;Relevant fields are identical.
1351;0x0547;yes;yes;Display-Firmware Parameter E20;Display-Firmware Parameter E20;RAW;RAW;;;r/w;r/w;03/16;03/16;E;E;E20;E20;;;;;In App nicht sichtbar.;In App nicht sichtbar.;;IDENTICAL;Relevant fields are identical.
1352;0x0548;yes;yes;Display-Firmware Parameter E21;Display-Firmware Parameter E21;RAW;RAW;;;r/w;r/w;03/16;03/16;E;E;E21;E21;;;;;In App nicht sichtbar.;In App nicht sichtbar.;;IDENTICAL;Relevant fields are identical.
1353;0x0549;yes;yes;Reserviert / Lücke im ASM-Parameterblock (ASM/DWIN, keine Referenz gefunden) [1353];Reserviert / Lücke im ASM-Parameterblock (ASM/DWIN, keine Referenz gefunden) [1353];RAW;RAW;;;r/w;r/w;03/16;03/16;;;;;;;;;;;;IDENTICAL;Relevant fields are identical.
1354;0x054A;yes;yes;Reserviert / Lücke im ASM-Parameterblock (ASM/DWIN, keine Referenz gefunden) [1354];Reserviert / Lücke im ASM-Parameterblock (ASM/DWIN, keine Referenz gefunden) [1354];RAW;RAW;;;r/w;r/w;03/16;03/16;;;;;;;;;;;;IDENTICAL;Relevant fields are identical.
1355;0x054B;yes;yes;Reserviert / Lücke im ASM-Parameterblock (ASM/DWIN, keine Referenz gefunden) [1355];Reserviert / Lücke im ASM-Parameterblock (ASM/DWIN, keine Referenz gefunden) [1355];RAW;RAW;;;r/w;r/w;03/16;03/16;;;;;;;;;;;;IDENTICAL;Relevant fields are identical.
1356;0x054C;yes;no;H42 Einschalt-AT Gehaeusewannenheizung (D30/1437 erst wirksam, wenn AT kleiner H42 ist);;TEMP1;;°C;;r/w;;03/16;;H;;H42;;;;;;H42 ist die Außentemperatur-Schwelle. D30/1437 (Gehaeusewannenheizung Nachlauf nach Abtauen) wirkt erst, wenn AT kleiner als H42/1356 ist. Einheit °C.;;;MAIN_ONLY;Register exists only in main mapping.
1357;0x054D;yes;no;Differenz: Keine Pumpe Ein bei niedriger Wassertemperatur;;TEMP1;;K;;r/w;;03/16;;Z;;Z19;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1358;0x054E;yes;no;Zone 1 Wasserpumpe im Kühlbetrieb aktivieren;;DIGI1;;;;r/w;;03/16;;Z;;Z20;;"{""0"":""Nein"",""1"":""Ja""}";;;;;;;MAIN_ONLY;Register exists only in main mapping.
1361;0x0551;yes;no;Blockkopf Paket 5 / Kennung Wort 1 / ASCII Zeichen 1-2;;BLOCK;;;;read;;03;;;;;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1362;0x0552;yes;no;Blockkopf Paket 5 / Kennung Wort 2 / ASCII Zeichen 3-4;;BLOCK;;;;read;;03;;;;;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1363;0x0553;yes;no;Blockkopf Paket 5 / Kennung Wort 3 / ASCII Zeichen 5-6;;BLOCK;;;;read;;03;;;;;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1364;0x0554;yes;no;Blockkopf Paket 5 / Kennung Wort 4 / ASCII Zeichen 7-8;;BLOCK;;;;read;;03;;;;;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1365;0x0555;yes;no;Blockkopf Paket 5 / Kennung Wort 5 / ASCII Zeichen 9-10;;BLOCK;;;;read;;03;;;;;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1366;0x0556;yes;no;Blockkopf Paket 5 / Kennung Wort 6 / ASCII Zeichen 11-12;;BLOCK;;;;read;;03;;;;;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1367;0x0557;yes;no;Blockkopf Paket 5 / Reserve 1;;BLOCK;;;;read;;03;;;;;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1368;0x0558;yes;no;Blockkopf Paket 5 / Reserve 2;;BLOCK;;;;read;;03;;;;;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1369;0x0559;yes;no;Blockkopf Paket 5 / Marker-Länge;;BLOCK;;;;read;;03;;;;;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1370;0x055A;yes;no;Blockkopf Paket 5 / erstes Blockkopf-Register;;BLOCK;;;;read;;03;;;;;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1371;0x055B;yes;no;Werkstestmodus / manuelle Steuerung (ASM);;RAW;;;;r/w;;03/16;;;;;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1372;0x055C;yes;no;Automatischer Werkstest Ein/Aus (ASM);;RAW;;;;r/w;;03/16;;;;;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1373;0x055D;yes;no;Automatischer Werkstest Modus (ASM);;RAW;;;;r/w;;03/16;;;;;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1374;0x055E;yes;no;Automatischer Werkstest Zieltemperatur (ASM);;TEMP1;;;;r/w;;03/16;;;;;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1375;0x055F;yes;no;Automatischer Werkstest Kompressorfrequenz (ASM);;RAW;;;;r/w;;03/16;;;;;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1376;0x0560;yes;no;Automatischer Werkstest Lüfter 1 Drehzahl (ASM);;RAW;;;;r/w;;03/16;;;;;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1377;0x0561;yes;no;Automatischer Werkstest Lüfter 2 Drehzahl (ASM);;RAW;;;;r/w;;03/16;;;;;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1378;0x0562;yes;no;Automatischer Werkstest Haupt-EEV Schritte (ASM);;RAW;;;;r/w;;03/16;;;;;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1379;0x0563;yes;no;Automatischer Werkstest EVI-EEV Schritte (ASM);;RAW;;;;r/w;;03/16;;;;;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1380;0x0564;yes;no;Automatischer Werkstest Wasserpumpe Drehzahl (ASM);;RAW;;;;r/w;;03/16;;;;;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1432;0x0598;yes;no;Ziel-Temperaturdifferenz für Pumpendrehzahlregelung;;TEMP1;;°C;;r/w;;03/16;;P;;P11;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1433;0x0599;yes;no;Pumpendrehzahl-Anpassbereich je Periode;;STEPS_N;;N;;r/w;;03/16;;P;;P12;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1435;0x059B;yes;no;Nachfüllventil Startzyklus (IDU);;DAYS;;days;;r/w;;03/16;;P;;P13;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1436;0x059C;yes;no;Nachfüllventil Arbeitsdauer (IDU);;SECONDS;;s;;r/w;;03/16;;P;;P14;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1437;0x059D;yes;no;D30 Gehaeusewannenheizung Delays Off Time after Defrost;;MINUTES;;min;;r/w;;03/16;;D;;D30;;;;;;Achtung: nicht P15. 1437 ist sicher D30. Einheit sicher: Minuten. Erst wirksam, wenn AT kleiner H42/1356 ist.;;;MAIN_ONLY;Register exists only in main mapping.
1438;0x059E;yes;no;Ziel-Wasserdruck (IDU);;BAR_X10;;bar;;r/w;;03/16;;P;;P15;;;;;;User tested: P15 = Register 1438.;;;MAIN_ONLY;Register exists only in main mapping.
